Timestamp,Watts_Total,Watts_R,Watts_Y,Watts_B,VAR_Total,VAR_R,VAR_Y,VAR_B,True_PF_Avg,True_PF_R,True_PF_Y,True_PF_B,VA_Total,VA_R,VA_Y,VA_B,VLL_Avg,V_RY,V_YB,V_BR,VLN_Avg,V_R,V_Y,V_B,I_Total,I_R,I_Y,I_B,Frequency_Hz,Wh_Received,VAh_Received,VARh_Ind_Received,VARh_Cap_Received,Wh_Delivered,VAh_Delivered,VARh_Ind_Delivered,VARh_Cap_Delivered,PF_Avg_Received,Amps_Hour_Received,PF_Avg_Delivered,Amps_Hour_Delivered,Neutral_I,V_R_Harmonic,V_Y_Harmonic,V_B_Harmonic,I_R_Harmonic,I_Y_Harmonic,I_B_Harmonic,Rising_Demand,Max_Demand,Rising_Demand_Delivered,Displacement_PF_R,Max_Demand_Delivered,Displacement_PF_B,RPM,Load_Hours_Received,Load_Hours_Delivered,Num_Interruptions,MD_Occurrence_Time,V_R_Phase_Angle,V_Y_Phase_Angle,V_B_Phase_Angle,I_R_Phase_Angle,I_Y_Phase_Angle,I_B_Phase_Angle,V_Unbal_R,V_Unbal_Y,V_Unbal_B,I_Unbal_R,I_Unbal_Y,I_Unbal_B,Analog_Input_1,Analog_Input_2,VLL_Max,VLL_Min,VLN_Max,VLN_Min,Amps_Max,Amps_Min,Frequency_Max,Frequency_Min,Watts_Max,Watts_Min,VAR_Max,VAR_Min,VA_Max,VA_Min,PF_Max,PF_Min,V_R_THD_Pct,V_Y_THD_Pct,V_B_THD_Pct,I_R_THD_Pct,I_Y_THD_Pct,I_B_THD_Pct,K_Factor_V_R,K_Factor_V_Y,K_Factor_V_B,K_Factor_I_R,K_Factor_I_Y,K_Factor_I_B,PiTempC,PiCpuPct,PiMemPct,PiDiskPct,PiUptimeHrs,PiThrottled,PiDiskFull
2026-05-19 16:58:53,130258.4766,44641.9922,34597.8633,34847.7578,39527.9102,13064.0625,9293.1387,16444.3555,-0.9321,-0.9508,-0.9517,-0.9382,116725.25,46538.1523,30108.75,31993.127,424.4371,425.9451,423.4869,423.8689,245.3679,245.4968,246.4989,243.9305,151.66,181.7828,130.6693,137.3098,49.9107,130780.8125,131728.3594,3578.2148,-7780.5107,0,0,0,0,0.9928,185.2917,0,0,28.1956,1.4234,0.8893,1.1551,11.0293,15.447,30.9322,0,0,-0.9919,-0.9933,0.999,-0.9662,1497.4723,278790144,0,0,0,0,242.9655,121.3818,6.3447,2.5625,15.9272,-0.1672,-0.311,0.4894,-20.4519,14.0213,9.127,0,0,428.1909,235.3525,250.703,219.3341,284.4715,0.0108,50.1582,49.3482,188810.375,16.7429,53492.0625,-0.0259,188838.8125,17.2245,0.999,-0.8164,1.0095,0.9333,1.0637,9.6306,13.3445,13.2825,1.0007,1.8546,1.0021,1.5019,2.0227,1.7043,,,,,,,
2026-05-19 17:01:14,109455.8984,43986.5391,36634.7148,30881.5117,395.3685,4886.2207,-4837.4751,878.9952,-0.985,-0.9906,0.9818,-0.9744,104258.2656,42450.9531,35091.0469,28151.8633,425.3849,427.3814,424.8462,424.338,246.0272,246.3043,246.516,244.2956,154.9437,183.5327,145.2707,120.8703,50.0126,134861.6875,135829.0312,3896.5569,-7782.6572,0,0,0,0,0.9929,190.98,0,0,24.1701,0.6018,1.2849,1.2675,11.7268,16.2201,17.3674,0,0,0.999,-0.9934,0.9842,0.999,1500.8369,288030720,0,0,0,0,242.7035,121.1193,6.8784,-8.5235,3.4532,-0.2354,-0.3393,0.5674,-17.577,0.8896,16.6874,0,0,428.1909,235.3525,250.703,219.3341,284.4715,0.0108,50.1582,49.3482,188810.375,16.7429,53492.0625,-0.0259,188838.8125,17.2245,0.999,-0.8164,1.0924,1.0735,1.1799,12.5699,17.7891,18.45,1.0023,1.0029,1.0016,1.6421,2.4891,2.603,,,,,,,
2026-05-19 17:03:35,123363.1328,46960.2109,38445.7773,32633.0137,-20755.7285,-2705.6951,-12868.4434,-5195.4346,0.9692,0.9921,0.9395,0.9817,120246.1641,47326.7148,41524.9609,34056.4453,428.8886,430.2012,429.1954,427.094,247.5537,247.8429,248.0553,246.8133,167.58,197.614,171.3248,141.3899,50.0644,139110.1562,140099.2656,3924.043,-8027.6655,0,0,0,0,0.9929,196.8843,0,0,24.6588,0.9361,1.2808,1.3405,11.6057,14.8509,14.8443,0,0,0.9851,0.9974,0.9458,0.9873,1501.9044,297271296,0,0,0,0,240.6949,120.9292,-2.5667,-17.0703,-8.0629,-0.1859,-0.1345,0.3192,-16.0459,-1.1962,17.2421,0,0,431.1244,235.3525,250.703,219.3341,284.4715,0.0108,50.1582,49.3482,188810.375,16.7429,53492.0625,-0.0259,188838.8125,17.2245,0.999,-0.8164,0.7271,1.577,1.0588,9.5042,14.3906,17.0938,1.0006,1.0046,1.0017,1.4191,1.8103,3.3624,,,,,,,
2026-05-19 17:05:56,150265.2031,58493.3203,51113.0742,46546.2188,4390.7456,6467.1411,-4555.5107,1995.2893,-0.9931,-0.9942,0.9894,-0.9953,153904.25,59112.2148,52284.3633,44708.2461,422.4823,424.3819,421.6463,421.1785,243.8453,244.5784,244.5132,242.5308,220.3684,253.5424,229.96,195.6376,50.035,144542.9062,145584.4688,3963.7451,-8140.1011,0,0,0,0,0.9931,204.4217,0,0,0.0,0.4317,1.2125,1.2107,6.25,10.3479,12.4815,0,0,0.9918,0.999,0.9729,0.9956,1500.7693,306577408,0,0,0,0,240.0213,116.5237,-2.5625,-14.8744,-7.2657,-0.2979,-0.1468,0.4447,-11.6245,-1.7963,13.8511,0,0,431.1244,235.3525,250.703,219.3341,284.4715,0.0108,50.1582,49.3482,188810.375,16.7429,53492.0625,-0.0259,188838.8125,17.2245,0.999,-0.8164,0.9236,1.4095,1.3176,8.5723,14.6341,13.4708,1.0058,1.0057,1.003,1.0861,0.9896,2.0175,,,,,,,
2026-05-19 17:08:17,155779.5312,58797.1875,52091.8164,44885.668,-20702.543,-1177.1626,-13072.457,-5440.4678,0.9765,0.9931,0.9773,0.9909,173307.8438,59996.5781,53862.5078,36282.7773,422.8214,424.796,422.3787,421.4788,244.3332,244.7625,244.9334,243.3064,168.5693,199.9721,166.1215,141.097,49.9781,150704.25,151792.25,3966.6838,-8938.207,0,0,0,0,0.9931,212.9569,0,0,27.1369,1.1225,0.8993,1.1588,8.8374,12.8915,13.7475,0,0,-0.9989,-0.9924,0.9941,-0.9927,1499.2837,315817984,0,0,0,0,242.2816,121.3506,8.3582,-5.4518,6.4715,-0.0552,-0.2877,0.3429,-19.5105,2.2097,17.0737,0,0,431.1244,235.3525,250.703,219.3341,284.4715,0.0108,50.1582,49.3482,188810.375,16.7429,53492.0625,-0.0259,188838.8125,17.2245,0.999,-0.8164,0.9241,1.1631,1.2957,9.5322,13.1441,15.9031,1.0015,1.0082,1.0022,1.3387,1.5319,1.8436,,,,,,,
2026-05-19 17:10:38,125561.4453,46952.4609,44624.0938,36477.6445,-5409.5176,4613.5532,-6731.4082,-4408.3604,0.9811,-0.9876,0.98,0.9781,131783.25,48289.1328,46094.0977,36181.8398,423.1576,424.9263,422.8698,421.8571,244.3706,244.772,245.1966,243.2847,168.4786,187.0812,183.6459,146.7504,49.9744,155581.4531,156749.2656,4813.8672,-8987.0371,0,0,0,0,0.9926,219.8471,0,0,28.9742,0.9293,1.1636,1.5306,9.549,11.7735,13.9903,0,0,0.999,-0.9955,0.9899,0.9914,1499.2189,325058560,0,0,0,0,241.1341,120.4324,4.8513,-8.2507,-6.465,-0.1304,-0.3052,0.4356,-11.8393,-4.4426,15.2217,0,0,431.1244,235.3525,250.703,219.3341,284.4715,0.0108,50.1582,49.3482,188810.375,16.7429,53492.0625,-0.0259,188838.8125,17.2245,0.999,-0.8164,0.863,1.1315,0.9753,9.5766,13.5161,15.6245,1.0009,1.0009,1.844,1.4137,1.6862,3.9719,,,,,,,
2026-05-19 17:13:00,127916.2188,47670.0156,44086.3789,35402.3242,-7072.0898,3982.384,-6567.3584,-4693.061,0.9868,-0.9925,0.9838,0.9772,125842.7422,46714.4531,44342.0508,34880.9883,424.2054,425.9693,424.0801,422.4388,244.8865,245.0537,245.7731,243.6773,169.3913,187.3661,177.0334,144.0305,49.979,160523.3281,161730.7656,4813.8672,-9221.874,0,0,0,0,0.9927,226.6794,0,0,31.4385,0.9335,1.1551,1.056,10.0355,12.2856,15.5958,0,0,0.999,-0.9935,0.9926,0.9957,1499.4218,334299136,0,0,0,0,239.8943,120.9133,5.0416,-8.0309,-7.1292,-0.1124,-0.3578,0.4818,-11.2092,-4.8468,15.266,0,0,431.1244,235.3525,250.703,219.3341,284.4715,0.0108,50.1582,49.3482,188810.375,16.7429,53492.0625,-0.0259,188838.8125,17.2245,0.999,-0.8164,0.8518,1.1549,1.0899,10.2343,12.464,15.0851,1.0001,1.0004,1.0026,1.6283,1.7285,2.2638,,,,,,,
2026-05-19 17:15:21,129273.5078,51292.6523,41892.6797,36248.1836,-21015.3535,-2550.0127,-13697.8857,-4627.1772,0.9811,0.9966,0.9628,0.988,167520.875,63939.9258,55233.8359,46771.4648,424.5888,426.7089,424.0784,423.015,245.1766,245.6379,246.1307,243.8764,225.5995,253.9518,227.9666,194.947,50.021,165552.8281,166761.6719,4813.8672,-9772.1699,0,0,0,0,0.9928,233.6781,0,0,27.8007,1.1877,1.2823,1.1642,8.005,10.5263,12.0506,0,0,0.994,0.999,0.974,0.9973,1500.6238,343539712,0,0,0,0,244.9844,123.8963,-2.5625,-13.6468,-4.9458,-0.1948,-0.2889,0.485,-11.5722,-1.2342,13.8144,0,0,431.1244,235.3525,250.703,219.3341,284.4715,0.0108,50.1582,49.3482,188810.375,16.7429,53492.0625,-0.0259,188838.8125,17.2245,0.999,-0.8164,1.0238,1.2776,0.8995,0.0,10.5263,11.3708,1.001,1.0013,1.0024,1.7188,1.7662,1.7224,,,,,,,
2026-05-19 17:17:42,123501.6641,48336.2148,40173.4297,34625.6875,-20572.8398,-2751.8296,-12546.4658,-5075.0581,0.9735,0.9925,0.9376,0.9792,117805.5625,46345.0547,42277.0859,35324.9258,424.942,427.0927,424.6696,422.9922,245.312,245.5792,246.2669,243.9238,176.0745,201.7077,171.8499,145.5177,50.0031,171088.4688,172352.6406,4813.8672,-10547.2363,0,0,0,0,0.9927,241.3289,0,0,0.0,1.088,1.3165,1.4728,10.2781,14.0293,16.828,0,0,0.9972,0.999,0.987,0.9882,1500.5514,352780288,0,0,0,0,246.7892,118.8524,3.0871,-8.7098,-7.5117,-0.1982,-0.2269,0.4155,-8.0297,-5.4722,13.4376,0,0,431.1244,235.3525,250.703,219.3341,284.4715,0.0108,50.1582,49.3482,188810.375,16.7429,53492.0625,-0.0259,188838.8125,17.2245,0.999,-0.8164,0.8376,1.2328,1.303,10.513,13.7565,15.9729,1.0009,1.0047,1.0032,1.5396,1.6458,2.0204,,,,,,,
2026-05-19 17:20:03,126702.7031,46427.3867,40866.3477,38764.4766,-20096.5059,-4218.5029,-8834.0488,-6880.689,0.9782,0.9889,0.9687,0.9752,133629.5156,48509.1016,44451.6641,41405.6172,424.1164,425.9165,423.7235,422.5437,244.8279,245.1994,245.6175,243.5964,179.5237,194.2229,174.3057,166.7527,49.9449,175986.75,177322.5,4813.8672,-11294.6934,0,0,0,0,0.9925,248.2496,0,0,25.5036,1.3273,1.1582,1.3313,12.9668,15.9796,15.705,0,0,0.9915,0.9967,0.977,0.9848,1498.6377,362020864,0,0,0,0,241.7585,121.215,-4.7798,-11.6407,-9.5821,-0.1808,-0.3019,0.4792,-8.8416,2.1016,6.7401,0,0,431.1244,235.3525,250.703,219.3341,284.4715,0.0108,50.1582,49.3482,188810.375,16.7429,53492.0625,-0.0259,188838.8125,17.2245,0.999,-0.8164,1.0204,1.141,1.0719,12.2387,14.3884,14.8041,1.0037,1.0043,1.0057,4.553,2.0201,1.9794,,,,,,,
2026-05-19 17:22:25,121118.3984,45105.8672,42891.0234,34331.4297,-7178.4131,3511.3115,-6541.4258,-4416.3159,0.9849,-0.9905,0.9776,0.9774,120986.9297,44794.9531,43741.5,35256.0469,423.8858,425.6385,423.5335,422.4222,244.729,245.1212,245.5544,243.495,168.6983,183.3721,181.7298,147.6042,49.9333,180866.0312,182221.8125,4905.3765,-11562.9863,0,0,0,0,0.9926,254.9362,0,0,27.4585,1.4144,0.9086,0.9799,9.8319,13.1021,15.0426,0,0,0.9985,-0.9972,0.988,0.992,1497.7913,371326976,0,0,0,0,241.2544,120.5201,2.5625,-11.1899,-6.4313,-0.0481,-0.2009,0.2422,-8.8514,-4.8576,14.169,0,0,431.1244,235.3525,250.703,219.3341,284.4715,0.0108,50.1582,49.3482,188810.375,16.7429,53492.0625,-0.0259,188838.8125,17.2245,0.999,-0.8164,1.4286,1.187,1.3491,9.4668,12.1296,14.3595,1.0016,1.0028,1.001,1.5077,1.7463,2.0017,,,,,,,
2026-05-19 17:24:46,123487.0391,45885.5508,43865.7617,34936.0508,-6521.1704,4176.5938,-6482.3403,-4127.7544,0.978,-0.9866,0.9759,0.9715,106764.9062,40520.8789,38033.375,29482.5918,424.417,425.9924,424.6272,422.5719,245.1763,245.0212,245.8554,242.8932,149.7617,169.6068,159.7648,126.1692,49.9132,185724.1094,187088.0938,4905.3765,-11839.8477,0,0,0,0,0.9927,261.6883,0,0,27.0802,1.2776,0.9045,1.4605,10.8922,13.7178,17.1036,0,0,0.9973,-0.9959,0.9859,0.993,1497.2653,380567552,0,0,0,0,241.6431,120.5193,4.941,-9.4109,-8.3026,-0.1497,-0.3578,0.5187,-10.6931,-5.4293,16.1224,0,0,431.1244,235.3525,250.703,219.3341,284.4715,0.0108,50.1582,49.3482,188810.375,16.7429,53492.0625,-0.0259,188838.8125,17.2245,0.999,-0.8164,1.4094,1.1539,1.5297,9.2483,14.7173,17.7909,1.0004,1.0059,1.0019,1.1111,1.7059,1.7727,,,,,,,
2026-05-19 17:27:07,119014.4219,39160.6328,36940.1367,32384.5957,-6297.1992,4369.2788,-5923.2012,-3615.4883,0.9815,-0.9878,0.9816,0.9777,116842.5312,44981.3906,42330.7773,33602.75,424.3014,426.232,423.6937,422.8218,244.9852,245.3194,245.6278,243.718,161.6771,178.8434,166.7072,133.7965,49.9622,190715.5312,192085.5938,4905.3765,-12080.2852,0,0,0,0,0.9929,268.6113,0,0,27.3645,1.2293,0.989,1.0903,11.9311,14.9856,18.1992,0,0,0.9982,-0.9946,0.9889,0.9919,1498.9838,389808128,0,0,0,0,242.7569,120.7587,5.9122,-8.6296,-7.8489,-0.2119,-0.2969,0.512,-9.9981,-4.8823,14.8804,0,0,431.1244,235.3525,250.703,219.3341,284.4715,0.0108,50.1582,49.3482,188810.375,16.7429,53492.0625,-0.0259,188838.8125,17.2245,0.999,-0.8164,1.1005,1.1501,1.3674,11.897,15.1111,19.6921,1.0005,1.0064,1.0017,1.8737,2.2896,2.913,,,,,,,
2026-05-19 17:29:28,109963.4297,41890.3555,38304.5781,30329.7227,-10437.0352,2685.0129,-7519.373,-5478.7192,0.9714,-0.9891,0.9655,0.9527,107974.6719,40704.0391,38559.3477,30263.4785,425.1789,426.9224,424.6682,424.0075,245.5134,245.9706,246.1891,244.1855,149.6962,166.1284,156.8838,125.1223,50.0361,195027.5625,196410.7031,4905.3765,-12406.5898,0,0,0,0,0.993,274.5947,0,0,28.6963,0.914,1.414,1.2798,12.8622,15.9129,20.1936,0,0,0.991,0.999,0.9632,0.9539,1500.9778,399048704,0,0,0,0,242.9289,120.2287,2.5625,-9.7589,-7.5449,-0.1909,-0.3446,0.5316,-19.6675,0.8207,18.8468,0,0,431.1244,235.3525,250.703,219.3341,284.4715,0.0108,50.1582,49.3482,188810.375,16.7429,53492.0625,-0.0259,188838.8125,17.2245,0.999,-0.8164,1.2171,1.4765,1.3003,13.2713,18.1266,18.586,1.0044,1.0074,1.0027,1.71,2.4501,2.688,,,,,,,
